N,m,fm,hmm,hMM,emm,eMM,emM,eMm
1000,2,0.15,0.73,0.6,0.03857715430861723,0.8016032064128257,0.04809619238476954,0.11172344689378758
1000,2,0.33,0.73,0.61,0.20190380761523047,0.4744488977955912,0.19488977955911824,0.1287575150300601
1000,2,0.4,0.73,0.61,0.26102204408817636,0.4088176352705411,0.19138276553106212,0.13877755511022044
1000,2,0.49,0.73,0.61,0.37675350701402804,0.2865731462925852,0.22444889779559118,0.11222444889779559
1000,2,0.15,0.73,0.61,0.04659318637274549,0.7695390781563126,0.08016032064128256,0.10370741482965933
1000,2,0.33,0.73,0.62,0.20791583166332667,0.4714428857715431,0.19789579158316634,0.12274549098196393
1000,2,0.4,0.73,0.62,0.2409819639278557,0.4248496993987976,0.1743486973947896,0.1598196392785571
1000,2,0.49,0.73,0.62,0.3872745490981964,0.2710420841683367,0.23897795591182364,0.10270541082164329
1000,2,0.15,0.73,0.62,0.042585170340681364,0.8041082164328658,0.045591182364729456,0.10771543086172344
1000,2,0.33,0.73,0.63,0.2059118236472946,0.5110220440881763,0.15831663326653306,0.12474949899799599
1000,2,0.4,0.73,0.63,0.2545090180360721,0.41082164328657317,0.18837675350701402,0.1462925851703407
1000,2,0.49,0.73,0.63,0.37925851703406815,0.3046092184368738,0.20541082164328658,0.11072144288577154
1000,2,0.15,0.73,0.63,0.06062124248496994,0.7314629258517034,0.11923847695390781,0.08867735470941884
1000,2,0.33,0.73,0.64,0.17735470941883769,0.5275551102204409,0.1437875751503006,0.15130260521042085
1000,2,0.4,0.73,0.64,0.2409819639278557,0.45541082164328656,0.1437875751503006,0.1598196392785571
1000,2,0.49,0.73,0.64,0.374248496993988,0.2955911823647295,0.21442885771543085,0.11573146292585171
1000,2,0.15,0.73,0.64,0.03256513026052104,0.8011022044088176,0.048597194388777555,0.11773547094188377
1000,2,0.33,0.73,0.65,0.18637274549098196,0.5140280561122245,0.156312625250501,0.1432865731462926
1000,2,0.4,0.73,0.65,0.24749498997995992,0.4333667334669339,0.1658316633266533,0.1533066132264529
1000,2,0.49,0.73,0.65,0.3281563126252505,0.3602204408817635,0.14879759519038077,0.1628256513026052
1000,2,0.15,0.73,0.65,0.045090180360721446,0.781563126252505,0.06813627254509018,0.10521042084168336
1000,2,0.33,0.73,0.66,0.19789579158316634,0.5155310621242485,0.1538076152304609,0.13276553106212424
1000,2,0.4,0.73,0.66,0.24498997995991983,0.4604208416833667,0.1407815631262525,0.1538076152304609
1000,2,0.49,0.73,0.66,0.37625250501002006,0.312124248496994,0.19789579158316634,0.11372745490981964
1000,2,0.15,0.73,0.66,0.042585170340681364,0.7945891783567134,0.05511022044088176,0.10771543086172344
1000,2,0.33,0.73,0.67,0.16983967935871744,0.5390781563126252,0.13026052104208416,0.16082164328657314
1000,2,0.4,0.73,0.67,0.26603206412825653,0.43837675350701405,0.1628256513026052,0.13276553106212424
1000,2,0.49,0.73,0.67,0.33917835671342683,0.35470941883767537,0.15531062124248496,0.15080160320641284
1000,2,0.15,0.73,0.67,0.039579158316633264,0.7855711422845691,0.06513026052104208,0.10971943887775551
1000,2,0.33,0.73,0.68,0.19739478957915832,0.5280561122244489,0.14128256513026052,0.13326653306613226
1000,2,0.4,0.73,0.68,0.24549098196392785,0.4483967935871743,0.15080160320641284,0.15531062124248496
1000,2,0.49,0.73,0.68,0.34769539078156314,0.35521042084168336,0.15581162324649298,0.14128256513026052
1000,2,0.15,0.73,0.68,0.04759519038076152,0.7855711422845691,0.06513026052104208,0.10170340681362726
1000,2,0.33,0.73,0.69,0.18637274549098196,0.5811623246492986,0.08917835671342686,0.1432865731462926
1000,2,0.4,0.73,0.69,0.22895791583166333,0.4939879759519038,0.1062124248496994,0.17084168336673347
1000,2,0.49,0.73,0.69,0.35821643286573146,0.3572144288577154,0.1538076152304609,0.13076152304609218
1000,2,0.15,0.73,0.69,0.05861723446893788,0.779559118236473,0.07114228456913828,0.0906813627254509
1000,2,0.33,0.73,0.7,0.1843687374749499,0.5671342685370742,0.10320641282565131,0.14529058116232466
1000,2,0.4,0.73,0.7,0.22595190380761523,0.4939879759519038,0.10521042084168336,0.1748496993987976
1000,2,0.49,0.73,0.7,0.33917835671342683,0.37975951903807614,0.13026052104208416,0.15080160320641284
1000,2,0.15,0.73,0.7,0.042585170340681364,0.8041082164328658,0.045591182364729456,0.10771543086172344
1000,2,0.33,0.73,0.71,0.1933867735470942,0.5485971943887775,0.12174348697394789,0.13627254509018036
1000,2,0.4,0.73,0.71,0.2530060120240481,0.4834669338677355,0.11673346693386774,0.1467935871743487
1000,2,0.49,0.73,0.71,0.34218436873747493,0.37625250501002006,0.13276553106212424,0.14879759519038077
1000,2,0.15,0.73,0.71,0.05110220440881764,0.8001002004008017,0.051603206412825654,0.09719438877755511
1000,2,0.33,0.73,0.72,0.16482965931863727,0.5771543086172345,0.09418837675350701,0.16382765531062124
1000,2,0.4,0.73,0.72,0.2379759519038076,0.48547094188376755,0.11472945891783567,0.16182364729458917
1000,2,0.49,0.73,0.72,0.35971943887775554,0.37675350701402804,0.13326653306613226,0.13026052104208416
1000,2,0.15,0.73,0.72,0.03807615230460922,0.8031062124248497,0.04759519038076152,0.11122244488977956
1000,2,0.33,0.73,0.73,0.156813627254509,0.5916833667334669,0.07865731462925851,0.17284569138276554
1000,2,0.4,0.73,0.73,0.24749498997995992,0.499498997995992,0.09969939879759519,0.1533066132264529
1000,2,0.49,0.73,0.73,0.3211422845691383,0.4033066132264529,0.10571142284569138,0.16983967935871744
1000,2,0.15,0.73,0.73,0.0435871743486974,0.8031062124248497,0.04659318637274549,0.10671342685370741
1000,2,0.33,0.73,0.74,0.1538076152304609,0.6002004008016032,0.07014028056112225,0.17585170340681364
1000,2,0.4,0.73,0.74,0.24949899799599198,0.5045090180360722,0.09569138276553106,0.15030060120240482
1000,2,0.49,0.73,0.74,0.33917835671342683,0.39228456913827653,0.11773547094188377,0.15080160320641284
1000,2,0.15,0.73,0.74,0.03356713426853707,0.8161322645290581,0.03356713426853707,0.11673346693386774
1000,2,0.33,0.73,0.75,0.19539078156312625,0.561623246492986,0.10871743486973948,0.1342685370741483
1000,2,0.4,0.73,0.75,0.2279559118236473,0.5080160320641283,0.09118236472945891,0.17284569138276554
1000,2,0.49,0.73,0.75,0.342685370741483,0.4118236472945892,0.09819639278557114,0.14729458917835672
1000,2,0.15,0.73,0.75,0.04308617234468938,0.811623246492986,0.03907815631262525,0.1062124248496994
1000,2,0.33,0.73,0.76,0.1683366733466934,0.5871743486973948,0.08316633266533066,0.16132264529058116
1000,2,0.4,0.73,0.76,0.2655310621242485,0.47394789579158314,0.12725450901803606,0.13326653306613226
1000,2,0.49,0.73,0.76,0.36172344689378755,0.375250501002004,0.1347695390781563,0.1282565130260521
1000,2,0.15,0.73,0.76,0.034569138276553106,0.8206412825651302,0.02905811623246493,0.11573146292585171
1000,2,0.33,0.73,0.77,0.17084168336673347,0.592685370741483,0.07665330661322645,0.1598196392785571
1000,2,0.4,0.73,0.77,0.23947895791583165,0.5130260521042084,0.0871743486973948,0.16032064128256512
1000,2,0.49,0.73,0.77,0.3411823647294589,0.3982965931863727,0.11172344689378758,0.14879759519038077
1000,2,0.15,0.73,0.77,0.03507014028056112,0.8231462925851704,0.02655310621242485,0.11523046092184369
1000,2,0.33,0.73,0.78,0.16382765531062124,0.6107214428857716,0.05861723446893788,0.16683366733466934
1000,2,0.4,0.73,0.78,0.21943887775551102,0.5180360721442886,0.0811623246492986,0.1813627254509018
1000,2,0.49,0.73,0.78,0.32314629258517036,0.41282565130260523,0.09719438877755511,0.16683366733466934
1000,2,0.15,0.73,0.78,0.036072144288577156,0.8291583166332666,0.020541082164328657,0.11422845691382766
1000,2,0.33,0.73,0.79,0.18036072144288579,0.6027054108216433,0.06763527054108216,0.1492985971943888
1000,2,0.4,0.73,0.79,0.24498997995991983,0.5165330661322646,0.08366733466933868,0.15480961923847694
1000,2,0.49,0.73,0.79,0.3411823647294589,0.41583166332665333,0.09418837675350701,0.14879759519038077
1000,2,0.15,0.73,0.79,0.03006012024048096,0.8271543086172345,0.022545090180360723,0.12024048096192384
1000,2,0.33,0.73,0.8,0.1718436873747495,0.6117234468937875,0.057615230460921846,0.15881763527054107
1000,2,0.4,0.73,0.8,0.24148296593186372,0.5250501002004008,0.07515030060120241,0.15831663326653306
1000,2,0.49,0.73,0.8,0.3411823647294589,0.40981963927855714,0.10020040080160321,0.14879759519038077
1000,2,0.15,0.73,0.8,0.030561122244488977,0.8241482965931863,0.02555110220440882,0.11973947895791583
1000,2,0.33,0.73,0.81,0.1843687374749499,0.6017034068136272,0.06763527054108216,0.1462925851703407
1000,2,0.4,0.73,0.81,0.24448897795591182,0.5170340681362725,0.0841683366733467,0.15430861723446893
1000,2,0.49,0.73,0.81,0.3456913827655311,0.4283567134268537,0.08166332665330661,0.14428857715430862
1000,2,0.15,0.73,0.81,0.03707414829659319,0.8256513026052105,0.02404809619238477,0.11322645290581163
1000,2,0.33,0.73,0.82,0.16783567134268537,0.6267535070140281,0.042585170340681364,0.1628256513026052
1000,2,0.4,0.73,0.82,0.2374749498997996,0.5415831663326653,0.05861723446893788,0.1623246492985972
1000,2,0.49,0.73,0.82,0.34468937875751504,0.43987975951903807,0.07014028056112225,0.14529058116232466
1000,2,0.15,0.73,0.82,0.03406813627254509,0.8276553106212425,0.022044088176352707,0.11623246492985972
1000,2,0.33,0.73,0.83,0.15280561122244488,0.6222444889779559,0.047094188376753505,0.1778557114228457
1000,2,0.4,0.73,0.83,0.250501002004008,0.5360721442885772,0.06513026052104208,0.14829659318637275
1000,2,0.49,0.73,0.83,0.32014028056112226,0.43537074148296595,0.0746492985971944,0.16983967935871744
1000,2,0.15,0.73,0.83,0.03356713426853707,0.8341683366733467,0.015531062124248497,0.11673346693386774
1000,2,0.33,0.73,0.84,0.1968937875751503,0.6152304609218436,0.05410821643286573,0.13376753507014028
1000,2,0.4,0.73,0.84,0.21793587174348697,0.5480961923847696,0.052104208416833664,0.1818637274549098
1000,2,0.49,0.73,0.84,0.3276553106212425,0.4423847695390782,0.0686372745490982,0.16132264529058116
1000,2,0.15,0.73,0.84,0.03657314629258517,0.8361723446893787,0.014529058116232466,0.11272545090180361
1000,2,0.33,0.73,0.85,0.16032064128256512,0.6137274549098196,0.05661322645290581,0.16933867735470942
1000,2,0.4,0.73,0.85,0.23547094188376755,0.5450901803607214,0.056112224448897796,0.16332665330661322
1000,2,0.49,0.73,0.85,0.3151302605210421,0.4333667334669339,0.07565130260521043,0.17585170340681364
1000,2,0.15,0.73,0.85,0.04458917835671343,0.8301603206412825,0.019539078156312624,0.10571142284569138
1000,2,0.33,0.73,0.86,0.15280561122244488,0.62625250501002,0.04308617234468938,0.1778557114228457
1000,2,0.4,0.73,0.86,0.22895791583166333,0.5516032064128257,0.048597194388777555,0.17084168336673347
1000,2,0.49,0.73,0.86,0.3286573146292585,0.4574148296593186,0.05260521042084168,0.16132264529058116
1000,2,0.15,0.73,0.86,0.03206412825651302,0.8356713426853707,0.014028056112224449,0.11823647294589178
1000,2,0.33,0.73,0.87,0.15130260521042085,0.6332665330661322,0.036072144288577156,0.17935871743486975
1000,2,0.4,0.73,0.87,0.22995991983967937,0.5576152304609219,0.04158316633266533,0.17084168336673347
1000,2,0.49,0.73,0.87,0.32915831663326656,0.44288577154308617,0.06813627254509018,0.1598196392785571
1000,2,0.15,0.73,0.87,0.04308617234468938,0.8326653306613226,0.017034068136272545,0.10721442885771543
1000,2,0.33,0.73,0.88,0.1653306613226453,0.6352705410821643,0.03507014028056112,0.16432865731462926
1000,2,0.4,0.73,0.88,0.24348697394789579,0.5541082164328658,0.04609218436873747,0.156312625250501
1000,2,0.49,0.73,0.88,0.31412825651302606,0.46893787575150303,0.041082164328657314,0.17585170340681364
1000,2,0.15,0.73,0.88,0.030561122244488977,0.8356713426853707,0.01503006012024048,0.1187374749498998
1000,2,0.33,0.73,0.89,0.17585170340681364,0.6387775551102205,0.03256513026052104,0.15280561122244488
1000,2,0.4,0.73,0.89,0.250501002004008,0.5591182364729459,0.041082164328657314,0.1492985971943888
1000,2,0.49,0.73,0.89,0.3406813627254509,0.46142284569138275,0.048597194388777555,0.1492985971943888
1000,2,0.15,0.73,0.89,0.03907815631262525,0.841182364729459,0.008517034068136272,0.11122244488977956
1000,2,0.33,0.73,0.9,0.1533066132264529,0.6432865731462926,0.026052104208416832,0.17735470941883769
1000,2,0.4,0.73,0.9,0.24048096192384769,0.5671342685370742,0.03206412825651302,0.16032064128256512
1000,2,0.49,0.73,0.9,0.3271543086172345,0.46743486973947895,0.042585170340681364,0.1628256513026052
1000,2,0.15,0.73,0.9,0.03907815631262525,0.8406813627254509,0.009018036072144289,0.11122244488977956
1000,2,0.33,0.73,0.91,0.14478957915831664,0.6508016032064128,0.018537074148296594,0.18587174348697394
1000,2,0.4,0.73,0.91,0.21192384769539077,0.5726452905811623,0.02655310621242485,0.18887775551102204
1000,2,0.49,0.73,0.91,0.3091182364729459,0.4729458917835671,0.03807615230460922,0.17985971943887777
1000,2,0.15,0.73,0.91,0.03206412825651302,0.843186372745491,0.00751503006012024,0.11723446893787576
1000,2,0.33,0.73,0.92,0.18687374749498997,0.6487975951903807,0.020541082164328657,0.1437875751503006
1000,2,0.4,0.73,0.92,0.22294589178356713,0.5741482965931863,0.025050100200400802,0.1778557114228457
1000,2,0.49,0.73,0.92,0.312625250501002,0.48597194388777554,0.02404809619238477,0.17735470941883769
1000,2,0.15,0.73,0.92,0.03356713426853707,0.844188376753507,0.005511022044088177,0.11673346693386774
1000,2,0.33,0.73,0.93,0.1407815631262525,0.655811623246493,0.014529058116232466,0.18887775551102204
1000,2,0.4,0.73,0.93,0.20791583166332667,0.5796593186372746,0.019539078156312624,0.19288577154308617
1000,2,0.49,0.73,0.93,0.33917835671342683,0.47945891783567135,0.03156312625250501,0.1497995991983968
1000,2,0.15,0.73,0.93,0.0405811623246493,0.8466933867735471,0.003006012024048096,0.10971943887775551
1000,2,0.33,0.73,0.94,0.1342685370741483,0.6598196392785571,0.010521042084168337,0.19539078156312625
1000,2,0.4,0.73,0.94,0.22294589178356713,0.5871743486973948,0.013026052104208416,0.17685370741482967
1000,2,0.49,0.73,0.94,0.3496993987975952,0.4814629258517034,0.029559118236472944,0.13927855711422846
1000,2,0.15,0.73,0.94,0.02755511022044088,0.842685370741483,0.0070140280561122245,0.12274549098196393
1000,2,0.33,0.73,0.95,0.15130260521042085,0.6598196392785571,0.009519038076152305,0.17935871743486975
1000,2,0.4,0.73,0.95,0.22845691382765532,0.591182364729459,0.01002004008016032,0.17034068136272545
1000,2,0.49,0.73,0.95,0.32665330661322645,0.4849699398797595,0.026052104208416832,0.1623246492985972
1000,2,0.15,0.73,0.95,0.031062124248496994,0.8461923847695391,0.0045090180360721445,0.11823647294589178
1000,2,0.33,0.73,0.96,0.15030060120240482,0.6603206412825652,0.01002004008016032,0.17935871743486975
1000,2,0.4,0.73,0.96,0.24549098196392785,0.5866733466933868,0.012525050100200401,0.15531062124248496
1000,2,0.49,0.73,0.96,0.3186372745490982,0.4954909819639279,0.014529058116232466,0.1713426853707415
1000,2,0.15,0.73,0.96,0.03707414829659319,0.8421843687374749,0.00751503006012024,0.11322645290581163
1000,2,0.33,0.73,0.97,0.15881763527054107,0.6648296593186372,0.005511022044088177,0.17084168336673347
1000,2,0.4,0.73,0.97,0.22044088176352705,0.591182364729459,0.009018036072144289,0.17935871743486975
1000,2,0.49,0.73,0.97,0.3406813627254509,0.5,0.011022044088176353,0.14829659318637275
1000,2,0.15,0.73,0.97,0.03707414829659319,0.8451903807615231,0.0045090180360721445,0.11322645290581163
1000,2,0.33,0.73,0.98,0.16332665330661322,0.6638276553106213,0.006513026052104208,0.16633266533066132
1000,2,0.4,0.73,0.98,0.22044088176352705,0.593186372745491,0.006012024048096192,0.18036072144288579
1000,2,0.49,0.73,0.98,0.33567134268537074,0.5040080160320641,0.006012024048096192,0.15430861723446893
1000,2,0.15,0.73,0.98,0.03507014028056112,0.8476953907815631,0.002004008016032064,0.11523046092184369
1000,2,0.33,0.73,0.99,0.1402805611222445,0.6683366733466933,0.002004008016032064,0.18937875751503006
1000,2,0.4,0.73,0.99,0.23847695390781562,0.5981963927855711,0.002004008016032064,0.16132264529058116
1000,2,0.49,0.73,0.99,0.3161322645290581,0.5060120240480962,0.00501002004008016,0.17284569138276554
1000,2,0.15,0.73,0.99,0.034569138276553106,0.8481963927855711,0.001503006012024048,0.11573146292585171
1000,2,0.33,0.73,1.0,0.14235588972431076,0.6701754385964912,0.0,0.187468671679198
1000,2,0.4,0.73,1.0,0.22105263157894736,0.6,0.0,0.17894736842105263
1000,2,0.49,0.73,1.0,0.30607124937280483,0.5102860010035123,0.0,0.18364274962368288
1000,2,0.15,0.73,1.0,0.030561122244488977,0.8496993987975952,0.0,0.11973947895791583
1000,2,0.33,0.74,0.0,0.27167919799498746,0.0,0.6701754385964912,0.058145363408521306
1000,2,0.4,0.74,0.0,0.34086345381526106,0.0,0.5983935742971888,0.0607429718875502
1000,2,0.49,0.74,0.0,0.4288577154308617,0.0,0.5100200400801603,0.061122244488977955
1000,2,0.15,0.74,0.0,0.11648016276703968,0.0,0.8474059003051883,0.03611393692777213
1000,2,0.33,0.74,0.01,0.2710420841683367,0.0045090180360721445,0.6648296593186372,0.059619238476953905
1000,2,0.4,0.74,0.01,0.3276553106212425,0.003006012024048096,0.5961923847695391,0.07314629258517034
1000,2,0.49,0.74,0.01,0.42985971943887774,0.006513026052104208,0.5025050100200401,0.061122244488977955
1000,2,0.15,0.74,0.01,0.11322645290581163,0.011523046092184368,0.8391783567134269,0.036072144288577156
1000,2,0.33,0.74,0.02,0.26903807615230463,0.008517034068136272,0.6618236472945892,0.06062124248496994
1000,2,0.4,0.74,0.02,0.33717434869739477,0.011523046092184368,0.5876753507014028,0.06362725450901803
1000,2,0.49,0.74,0.02,0.41282565130260523,0.0070140280561122245,0.5020040080160321,0.0781563126252505
1000,2,0.15,0.74,0.02,0.10721442885771543,0.03807615230460922,0.811623246492986,0.04308617234468938
1000,2,0.33,0.74,0.03,0.2740480961923848,0.01503006012024048,0.654308617234469,0.05661322645290581
1000,2,0.4,0.74,0.03,0.3406813627254509,0.010521042084168337,0.5886773547094188,0.06012024048096192
1000,2,0.49,0.74,0.03,0.4313627254509018,0.01002004008016032,0.5,0.05861723446893788
1000,2,0.15,0.74,0.03,0.11673346693386774,0.02905811623246493,0.8216432865731463,0.03256513026052104
1000,2,0.33,0.74,0.04,0.2655310621242485,0.018537074148296594,0.6528056112224448,0.06312625250501001
1000,2,0.4,0.74,0.04,0.33567134268537074,0.017034068136272545,0.5821643286573146,0.06513026052104208
1000,2,0.49,0.74,0.04,0.4218436873747495,0.00501002004008016,0.5060120240480962,0.06713426853707415
1000,2,0.15,0.74,0.04,0.11422845691382766,0.03356713426853707,0.8161322645290581,0.036072144288577156
1000,2,0.33,0.74,0.05,0.26903807615230463,0.025050100200400802,0.6442885771543087,0.06162324649298597
1000,2,0.4,0.74,0.05,0.342685370741483,0.01503006012024048,0.5851703406813628,0.05711422845691383
1000,2,0.49,0.74,0.05,0.4433867735470942,0.013026052104208416,0.4969939879759519,0.04659318637274549
1000,2,0.15,0.74,0.05,0.11072144288577154,0.05410821643286573,0.7955911823647295,0.039579158316633264
1000,2,0.33,0.74,0.06,0.2715430861723447,0.028557114228456915,0.6417835671342685,0.05811623246492986
1000,2,0.4,0.74,0.06,0.3396793587174349,0.018036072144288578,0.5811623246492986,0.061122244488977955
1000,2,0.49,0.74,0.06,0.4283567134268537,0.009018036072144289,0.5020040080160321,0.06062124248496994
1000,2,0.15,0.74,0.06,0.10370741482965933,0.06913827655310621,0.7805611222444889,0.04659318637274549
1000,2,0.33,0.74,0.07,0.27354709418837675,0.03206412825651302,0.6392785571142284,0.05511022044088176
1000,2,0.4,0.74,0.07,0.3466933867735471,0.01753507014028056,0.5836673346693386,0.052104208416833664
1000,2,0.49,0.74,0.07,0.4338677354709419,0.017034068136272545,0.49298597194388777,0.056112224448897796
1000,2,0.15,0.74,0.07,0.10170340681362726,0.1312625250501002,0.718436873747495,0.048597194388777555
1000,2,0.33,0.74,0.08,0.27004008016032066,0.04458917835671343,0.624749498997996,0.06062124248496994
1000,2,0.4,0.74,0.08,0.33416833667334667,0.029559118236472944,0.5696392785571143,0.06663326653306613
1000,2,0.49,0.74,0.08,0.4333667334669339,0.021042084168336674,0.48897795591182364,0.05661322645290581
1000,2,0.15,0.74,0.08,0.11272545090180361,0.08216432865731463,0.7675350701402806,0.037575150300601205
1000,2,0.33,0.74,0.09,0.26753507014028055,0.04208416833667335,0.6282565130260521,0.06212424849699399
1000,2,0.4,0.74,0.09,0.3396793587174349,0.03356713426853707,0.5656312625250501,0.061122244488977955
1000,2,0.49,0.74,0.09,0.41783567134268534,0.023046092184368736,0.48597194388777554,0.07314629258517034
1000,2,0.15,0.74,0.09,0.10120240480961924,0.1062124248496994,0.7434869739478958,0.04909819639278557
1000,2,0.33,0.74,0.1,0.26302605210420843,0.06012024048096192,0.6102204408817635,0.06663326653306613
1000,2,0.4,0.74,0.1,0.33266533066132264,0.03807615230460922,0.56312625250501,0.06613226452905811
1000,2,0.49,0.74,0.1,0.42635270541082165,0.01753507014028056,0.4924849699398798,0.06362725450901803
1000,2,0.15,0.74,0.1,0.10821643286573146,0.11723446893787576,0.7324649298597194,0.04208416833667335
1000,2,0.33,0.74,0.11,0.26302605210420843,0.06462925851703406,0.6047094188376754,0.06763527054108216
1000,2,0.4,0.74,0.11,0.34619238476953906,0.03857715430861723,0.5606212424849699,0.05460921843687375
1000,2,0.49,0.74,0.11,0.4348697394789579,0.024549098196392786,0.4864729458917836,0.05410821643286573
1000,2,0.15,0.74,0.11,0.10070140280561123,0.11723446893787576,0.7324649298597194,0.04959919839679359
1000,2,0.33,0.74,0.12,0.26302605210420843,0.05861723446893788,0.6117234468937875,0.06663326653306613
1000,2,0.4,0.74,0.12,0.31713426853707416,0.05260521042084168,0.5485971943887775,0.08166332665330661
1000,2,0.49,0.74,0.12,0.41382765531062127,0.02655310621242485,0.48246492985971945,0.07715430861723446
1000,2,0.15,0.74,0.12,0.1092184368737475,0.1092184368737475,0.7414829659318637,0.04008016032064128
1000,2,0.33,0.74,0.13,0.2665330661322645,0.06913827655310621,0.6012024048096193,0.06312625250501001
1000,2,0.4,0.74,0.13,0.3241482965931864,0.05060120240480962,0.5485971943887775,0.07665330661322645
1000,2,0.49,0.74,0.13,0.4278557114228457,0.027054108216432865,0.48296593186372744,0.06212424849699399
1000,2,0.15,0.74,0.13,0.11322645290581163,0.12925851703406813,0.7214428857715431,0.036072144288577156
1000,2,0.33,0.74,0.14,0.27304609218436876,0.05460921843687375,0.6157314629258517,0.05661322645290581
1000,2,0.4,0.74,0.14,0.3046092184368738,0.07615230460921844,0.5230460921843687,0.09619238476953908
1000,2,0.49,0.74,0.14,0.43687374749499,0.03356713426853707,0.47645290581162325,0.0531062124248497
1000,2,0.15,0.74,0.14,0.10420841683366733,0.1748496993987976,0.6748496993987976,0.04609218436873747
1000,2,0.33,0.74,0.15,0.2560120240480962,0.07965931863727455,0.5916833667334669,0.07264529058116233
1000,2,0.4,0.74,0.15,0.33917835671342683,0.0531062124248497,0.5460921843687375,0.06162324649298597
1000,2,0.49,0.74,0.15,0.4183366733466934,0.0405811623246493,0.468436873747495,0.07264529058116233
1000,2,0.15,0.74,0.15,0.10270541082164329,0.17685370741482967,0.6738476953907816,0.04659318637274549
1000,2,0.33,0.74,0.16,0.2685370741482966,0.07064128256513026,0.5996993987975952,0.061122244488977955
1000,2,0.4,0.74,0.16,0.32915831663326656,0.07865731462925851,0.5205410821643287,0.0716432865731463
1000,2,0.49,0.74,0.16,0.42334669338677355,0.0405811623246493,0.469438877755511,0.06663326653306613
1000,2,0.15,0.74,0.16,0.10721442885771543,0.16132264529058116,0.688376753507014,0.04308617234468938
1000,2,0.33,0.74,0.17,0.2575150300601202,0.09569138276553106,0.5736472945891784,0.07314629258517034
1000,2,0.4,0.74,0.17,0.31763527054108215,0.07264529058116233,0.5275551102204409,0.08216432865731463
1000,2,0.49,0.74,0.17,0.4188376753507014,0.04909819639278557,0.45991983967935873,0.07214428857715431
1000,2,0.15,0.74,0.17,0.10120240480961924,0.18637274549098196,0.6633266533066132,0.04909819639278557
1000,2,0.33,0.74,0.18,0.2715430861723447,0.10070140280561123,0.5696392785571143,0.05811623246492986
1000,2,0.4,0.74,0.18,0.33216432865731466,0.07765531062124248,0.5215430861723447,0.0686372745490982
1000,2,0.49,0.74,0.18,0.42635270541082165,0.0435871743486974,0.4664328657314629,0.06362725450901803
1000,2,0.15,0.74,0.18,0.10120240480961924,0.23296593186372747,0.6167334669338678,0.04909819639278557
1000,2,0.33,0.74,0.19,0.2595190380761523,0.10320641282565131,0.5671342685370742,0.07014028056112225
1000,2,0.4,0.74,0.19,0.32014028056112226,0.07414829659318638,0.5260521042084169,0.07965931863727455
1000,2,0.49,0.74,0.19,0.4223446893787575,0.053607214428857713,0.4574148296593186,0.06663326653306613
1000,2,0.15,0.74,0.19,0.09218436873747494,0.22244488977955912,0.627254509018036,0.05811623246492986
1000,2,0.33,0.74,0.2,0.2535070140280561,0.10470941883767534,0.5656312625250501,0.07615230460921844
1000,2,0.4,0.74,0.2,0.3271543086172345,0.09318637274549098,0.5080160320641283,0.0716432865731463
1000,2,0.49,0.74,0.2,0.42034068136272545,0.05511022044088176,0.45490981963927857,0.06963927855711423
1000,2,0.15,0.74,0.2,0.09468937875751503,0.24348697394789579,0.6062124248496994,0.05561122244488978
1000,2,0.33,0.74,0.21,0.25250501002004005,0.11072144288577154,0.5596192384769539,0.07715430861723446
1000,2,0.4,0.74,0.21,0.3166332665330661,0.08316633266533066,0.5170340681362725,0.08316633266533066
1000,2,0.49,0.74,0.21,0.41132264529058116,0.05811623246492986,0.45190380761523047,0.07865731462925851
1000,2,0.15,0.74,0.21,0.09769539078156313,0.2650300601202405,0.5856713426853707,0.051603206412825654
1000,2,0.33,0.74,0.22,0.2545090180360721,0.14278557114228457,0.5265531062124249,0.07615230460921844
1000,2,0.4,0.74,0.22,0.3166332665330661,0.10370741482965933,0.49749498997995995,0.08216432865731463
1000,2,0.49,0.74,0.22,0.40531062124248496,0.06913827655310621,0.4408817635270541,0.08466933867735471
1000,2,0.15,0.74,0.22,0.08817635270541083,0.30410821643286573,0.5455911823647295,0.06212424849699399
1000,2,0.33,0.74,0.23,0.25551102204408815,0.12174348697394789,0.5485971943887775,0.07414829659318638
1000,2,0.4,0.74,0.23,0.29308617234468937,0.14278557114228457,0.4564128256513026,0.10771543086172344
1000,2,0.49,0.74,0.23,0.40781563126252507,0.07865731462925851,0.4303607214428858,0.08316633266533066
1000,2,0.15,0.74,0.23,0.10170340681362726,0.27354709418837675,0.5761523046092184,0.048597194388777555
1000,2,0.33,0.74,0.24,0.23647294589178355,0.1653306613226453,0.5040080160320641,0.09418837675350701
1000,2,0.4,0.74,0.24,0.3151302605210421,0.09018036072144289,0.5100200400801603,0.08466933867735471
1000,2,0.49,0.74,0.24,0.42635270541082165,0.07014028056112225,0.43987975951903807,0.06362725450901803
1000,2,0.15,0.74,0.24,0.08016032064128256,0.3727454909819639,0.47695390781563124,0.07014028056112225
1000,2,0.33,0.74,0.25,0.25801603206412826,0.13226452905811623,0.5370741482965932,0.07264529058116233
1000,2,0.4,0.74,0.25,0.3281563126252505,0.11172344689378758,0.4894789579158317,0.07064128256513026
1000,2,0.49,0.74,0.25,0.4193386773547094,0.0811623246492986,0.4288577154308617,0.07064128256513026
1000,2,0.15,0.74,0.25,0.07915831663326653,0.4028056112224449,0.4468937875751503,0.07114228456913828
